C1'	1.648
C2 	1.648
C2'	1.711
C3'	1.648
C4 	1.648
C4'	1.648
C5 	1.648
C5'	1.711
C6 	1.648
C7 	1.782
C8 	1.648
H1 	0.891
H21	0.891
H22	0.891
H3 	0.891
H41	0.891
H42	0.891
H61	0.891
H62	0.891
HO3	0.891
HO5	0.891
N1 	1.515
N2 	1.515
N3 	1.515
N4 	1.515
N6 	1.515
N7 	1.515
N9 	1.515
O2 	1.425
O3'	1.470
O4 	1.425
O4'	1.470
O5'	1.470
O6 	1.425
OP1	1.425
OP2	1.425
P  	1.871
